index,skill_id,ref_skill_id,effect_id,effect_desc_id,weapon_type,stage,next_skill_id,power_value,v8,f0,text,v9
269,81020,81011,91011,92014,4,10,0,130,0,12.0,中級攻撃(攻撃力：77),0
270,81021,81021,91031,92031,1,1,81022,4,0,7.199999809265137,一定時間攻撃速度アップ(攻撃速度 +1，持続：38秒),1
271,81022,81021,91031,92031,1,2,81023,10,0,10.199999809265137,一定時間攻撃速度アップ(攻撃速度 +4，持続：42秒),1
272,81023,81021,91031,92031,1,3,81024,16,0,12.800000190734863,一定時間攻撃速度アップ(攻撃速度 +6，持続：46秒),1
273,81024,81021,91031,92032,1,4,81025,22,0,15.800000190734863,一定時間攻撃速度アップ(攻撃速度 +9，持続：51秒),1
274,81025,81021,91031,92032,1,5,81026,28,0,18.200000762939453,一定時間攻撃速度アップ(攻撃速度 +12，持続：56秒),1
275,81026,81021,91031,92032,1,6,81027,34,0,20.799999237060547,一定時間攻撃速度アップ(攻撃速度 +15，持続：62秒),1
276,81027,81021,91031,92033,2,7,81028,40,0,22.799999237060547,一定時間攻撃速度アップ(攻撃速度 +17，持続：68秒),1
277,81028,81021,91031,92033,2,8,81029,46,0,24.799999237060547,一定時間攻撃速度アップ(攻撃速度 +20，持続：75秒),1
278,81029,81021,91031,92033,2,9,81030,52,0,26.0,一定時間攻撃速度アップ(攻撃速度 +22，持続：82秒),1
279,81030,81021,91031,92034,2,10,0,58,0,27.0,一定時間攻撃速度アップ(攻撃速度 +25，持続：90秒),1
280,81031,81031,91031,92031,3,1,81032,70,0,7.199999809265137,一定時間移動速度アップ(移動速度 +31，持続：38秒),1
281,81032,81031,91031,92031,3,2,81033,76,0,10.199999809265137,一定時間移動速度アップ(移動速度 +33，持続：42秒),1
282,81033,81031,91031,92031,3,3,81034,82,0,12.800000190734863,一定時間移動速度アップ(移動速度 +36，持続：46秒),1
283,81034,81031,91031,92032,3,4,81035,88,0,15.800000190734863,一定時間移動速度アップ(移動速度 +39，持続：51秒),1
284,81035,81031,91031,92032,3,5,81036,94,0,18.200000762939453,一定時間移動速度アップ(移動速度 +41，持続：56秒),1
285,81036,81031,91031,92032,3,6,81037,100,0,20.799999237060547,一定時間移動速度アップ(移動速度 +44，持続：62秒),1
286,81037,81031,91031,92033,4,7,81038,106,0,22.799999237060547,一定時間移動速度アップ(移動速度 +47，持続：68秒),1
287,81038,81031,91031,92033,4,8,81039,112,0,24.799999237060547,一定時間移動速度アップ(移動速度 +49，持続：75秒),1
288,81039,81031,91031,92033,4,9,81040,118,0,26.0,一定時間移動速度アップ(移動速度 +52，持続：82秒),1
289,81040,81031,91031,92034,4,10,0,124,0,27.0,一定時間移動速度アップ(移動速度 +55，持続：90秒),1
290,81041,81041,91031,92031,1,1,81042,6,0,25.0,一定時間HP回復力アップ(HP回復速度 +10，持続：20秒),1
291,81042,81041,91031,92031,1,2,81043,19,0,25.0,一定時間HP回復力アップ(HP回復速度 +40，持続：20秒),1
292,81043,81041,91031,92031,1,3,81044,32,0,25.0,一定時間HP回復力アップ(HP回復速度 +70，持続：20秒),1
293,81044,81041,91031,92032,2,4,81045,45,0,25.0,一定時間HP回復力アップ(HP回復速度 +100，持続：20秒),1
294,81045,81041,91031,92032,2,5,81046,58,0,25.0,一定時間HP回復力アップ(HP回復速度 +130，持続：20秒),1
295,81046,81041,91031,92032,3,6,81047,71,0,25.0,一定時間HP回復力アップ(HP回復速度 +158，持続：20秒),1
296,81047,81041,91031,92033,3,7,81048,84,0,25.0,一定時間HP回復力アップ(HP回復速度 +182，持続：20秒),1
297,81048,81041,91031,92033,3,8,81049,97,0,25.0,一定時間HP回復力アップ(HP回復速度 +206，持続：20秒),1
298,81049,81041,91031,92033,4,9,81050,110,0,25.0,一定時間HP回復力アップ(HP回復速度 +230，持続：20秒),1
299,81050,81041,91031,92034,4,10,0,123,0,25.0,一定時間HP回復力アップ(HP回復速度 +252，持続：20秒),1
300,81121,81121,0,0,1,1,81122,8,0,0.0,攻撃速度アップ(攻撃速度 +2，パッシブスキル),2
301,81122,81121,0,0,1,2,81123,27,0,0.0,攻撃速度アップ(攻撃速度 +7，パッシブスキル),2
302,81123,81121,0,0,2,3,81124,46,0,0.0,攻撃速度アップ(攻撃速度 +13，パッシブスキル),2
303,81124,81121,0,0,2,4,81125,65,0,0.0,攻撃速度アップ(攻撃速度 +19，パッシブスキル),2
304,81125,81121,0,0,3,5,81126,84,0,0.0,攻撃速度アップ(攻撃速度 +25，パッシブスキル),2
305,81126,81121,0,0,4,6,81127,103,0,0.0,攻撃速度アップ(攻撃速度 +30，パッシブスキル),2
306,81127,81121,0,0,4,7,81128,122,0,0.0,攻撃速度アップ(攻撃速度 +36，パッシブスキル),2
307,81128,81121,0,0,4,8,81129,141,0,0.0,攻撃速度アップ(攻撃速度 +43，パッシブスキル),2
308,81129,81121,0,0,5,9,81130,160,0,0.0,攻撃速度アップ(攻撃速度 +51，パッシブスキル),2
309,81130,81121,0,0,5,10,0,179,0,0.0,攻撃速度アップ(攻撃速度 +60，パッシブスキル),2
310,81131,81131,0,0,1,1,81132,10,0,0.0,移動速度アップ(移動速度 +3，パッシブスキル),2
311,81132,81131,0,0,1,2,81133,29,0,0.0,移動速度アップ(移動速度 +8，パッシブスキル),2
312,81133,81131,0,0,2,3,81134,48,0,0.0,移動速度アップ(移動速度 +14，パッシブスキル),2
313,81134,81131,0,0,2,4,81135,67,0,0.0,移動速度アップ(移動速度 +20，パッシブスキル),2
314,81135,81131,0,0,3,5,81136,86,0,0.0,移動速度アップ(移動速度 +25，パッシブスキル),2
315,81136,81131,0,0,4,6,81137,105,0,0.0,移動速度アップ(移動速度 +31，パッシブスキル),2
316,81137,81131,0,0,4,7,81138,124,0,0.0,移動速度アップ(移動速度 +36，パッシブスキル),2
317,81138,81131,0,0,4,8,81139,143,0,0.0,移動速度アップ(移動速度 +44，パッシブスキル),2
318,81139,81131,0,0,5,9,81140,162,0,0.0,移動速度アップ(移動速度 +52，パッシブスキル),2
319,81140,81131,0,0,5,10,0,181,0,0.0,移動速度アップ(移動速度 +61，パッシブスキル),2
