item_id,code,name,desc1,desc2,p0,p1,p2
231,PD010090,Soccer Support Headband,Male students can use the soccer supporter headband for 1 day.,Limited-time uniform!,1,0,20001
232,PD010090,Soccer Support Headband,Male students can use the soccer supporter headband for 3 days.,Limited-time uniform!,1,0,20003
233,PD010090,Soccer Support Headband,Male students can use the soccer supporter headband for 7 days.,Limited-time uniform!,1,0,20007
234,PD010090,Soccer Support Headband,Male students can use the soccer supporter headband for 30 days.,Limited-time uniform!,1,0,20030
235,PD010090,Soccer Support Headband,Male students can use the soccer supporter headband for 3 months.,Limited-time uniform!,1,0,20090
236,PD010090,Soccer Support Headband,Male students can use the soccer supporter headband for 6 months.,Limited-time uniform!,1,0,20180
237,PD010090,Soccer Support Headband,Male students can use the soccer supporter headband for 1 year.,Limited-time uniform!,1,0,20365
238,PD010091,Soccer Support Tank Top,Male students can use the soccer supporter tank top for 1 day.,Limited-time uniform!,1,0,20001
239,PD010091,Soccer Support Tank Top,Male students can use the soccer supporter tank top for 3 days.,Limited-time uniform!,1,0,20003
240,PD010091,Soccer Support Tank Top,Male students can use the soccer supporter tank top for 7 days.,Limited-time uniform!,1,0,20007
241,PD010091,Soccer Support Tank Top,Male students can use the soccer supporter tank top for 30 days.,Limited-time uniform!,1,0,20030
242,PD010091,Soccer Support Tank Top,Male students can use the soccer supporter tank top for 3 months.,Limited-time uniform!,1,0,20090
243,PD010091,Soccer Support Tank Top,Male students can use the soccer supporter tank top for 6 months.,Limited-time uniform!,1,0,20180
244,PD010091,Soccer Support Tank Top,Male students can use the soccer supporter tank top for 1 year.,Limited-time uniform!,1,0,20365
245,PD010092,Soccer Support Pants,Male students can use the soccer supporter pants for 1 day.,Limited-time uniform!,1,0,20001
246,PD010092,Soccer Support Pants,Male students can use the soccer supporter pants for 3 days.,Limited-time uniform!,1,0,20003
247,PD010092,Soccer Support Pants,Male students can use the soccer supporter pants for 7 days.,Limited-time uniform!,1,0,20007
248,PD010092,Soccer Support Pants,Male students can use the soccer supporter pants for 30 days.,Limited-time uniform!,1,0,20030
249,PD010092,Soccer Support Pants,Male students can use the soccer supporter pants for 3 months.,Limited-time uniform!,1,0,20090
250,PD010092,Soccer Support Pants,Male students can use the soccer supporter pants for 6 months.,Limited-time uniform!,1,0,20180
251,PD010092,Soccer Support Pants,Male students can use the soccer supporter pants for 1 year.,Limited-time uniform!,1,0,20365
252,PD010093,Soccer Support Shoes,Male students can use the soccer supporter shoes for 1 day.,Limited-time uniform!,1,0,20001
253,PD010093,Soccer Support Shoes,Male students can use the soccer supporter shoes for 3 days.,Limited-time uniform!,1,0,20003
254,PD010093,Soccer Support Shoes,Male students can use the soccer supporter shoes for 7 days.,Limited-time uniform!,1,0,20007
255,PD010093,Soccer Support Shoes,Male students can use the soccer supporter shoes for 30 days.,Limited-time uniform!,1,0,20030
256,PD010093,Soccer Support Shoes,Male students can use the soccer supporter shoes for 3 months.,Limited-time uniform!,1,0,20090
257,PD010093,Soccer Support Shoes,Male students can use the soccer supporter shoes for 6 months.,Limited-time uniform!,1,0,20180
258,PD010093,Soccer Support Shoes,Male students can use the soccer supporter shoes for 1 year.,Limited-time uniform!,1,0,20365
259,PD020090,Soccer Support Headband,Female students can use the soccer supporter headband for 1 day.,Limited-time uniform!,2,0,20001
260,PD020090,Soccer Support Headband,Female students can use the soccer supporter headband for 3 days.,Limited-time uniform!,2,0,20003
261,PD020090,Soccer Support Headband,Female students can use the soccer supporter headband for 7 days.,Limited-time uniform!,2,0,20007
262,PD020090,Soccer Support Headband,Female students can use the soccer supporter headband for 30 days.,Limited-time uniform!,2,0,20030
263,PD020090,Soccer Support Headband,Female students can use the soccer supporter headband for 3 months.,Limited-time uniform!,2,0,20090
264,PD020090,Soccer Support Headband,Female students can use the soccer supporter headband for 6 months.,Limited-time uniform!,2,0,20180
265,PD020090,Soccer Support Headband,Female students can use the soccer supporter headband for 1 year.,Limited-time uniform!,2,0,20365
266,PD020091,Soccer Support Tube Top,Female students can use the soccer supporter bandeau top for 1 day.,Limited-time uniform!,2,0,20001
267,PD020091,Soccer Support Tube Top,Female students can use the soccer supporter bandeau top for 3 days.,Limited-time uniform!,2,0,20003
268,PD020091,Soccer Support Tube Top,Female students can use the soccer supporter bandeau top for 7 days.,Limited-time uniform!,2,0,20007
269,PD020091,Soccer Support Tube Top,Female students can use the soccer supporter bandeau top for 30 days.,Limited-time uniform!,2,0,20030
270,PD020091,Soccer Support Tube Top,Female students can use the soccer supporter bandeau top for 3 months.,Limited-time uniform!,2,0,20090
271,PD020091,Soccer Support Tube Top,Female students can use the soccer supporter bandeau top for 6 months.,Limited-time uniform!,2,0,20180
272,PD020091,Soccer Support Tube Top,Female students can use the soccer supporter bandeau top for 1 year.,Limited-time uniform!,2,0,20365
273,PD020092,Soccer Support Pants,Female students can use the soccer supporter pants for 1 day.,Limited-time uniform!,2,0,20001
274,PD020092,Soccer Support Pants,Female students can use the soccer supporter pants for 3 days.,Limited-time uniform!,2,0,20003
275,PD020092,Soccer Support Pants,Female students can use the soccer supporter pants for 7 days.,Limited-time uniform!,2,0,20007
276,PD020092,Soccer Support Pants,Female students can use the soccer supporter pants for 30 days.,Limited-time uniform!,2,0,20030
277,PD020092,Soccer Support Pants,Female students can use the soccer supporter pants for 3 months.,Limited-time uniform!,2,0,20090
278,PD020092,Soccer Support Pants,Female students can use the soccer supporter pants for 6 months.,Limited-time uniform!,2,0,20180
279,PD020092,Soccer Support Pants,Female students can use the soccer supporter pants for 1 year.,Limited-time uniform!,2,0,20365
280,PD020093,Soccer Support Boots,Female students can use the soccer supporter boots for 1 day.,Limited-time uniform!,2,0,20001
281,PD020093,Soccer Support Boots,Female students can use the soccer supporter boots for 3 days.,Limited-time uniform!,2,0,20003
282,PD020093,Soccer Support Boots,Female students can use the soccer supporter boots for 7 days.,Limited-time uniform!,2,0,20007
283,PD020093,Soccer Support Boots,Female students can use the soccer supporter boots for 30 days.,Limited-time uniform!,2,0,20030
284,PD020093,Soccer Support Boots,Female students can use the soccer supporter boots for 3 months.,Limited-time uniform!,2,0,20090
285,PD020093,Soccer Support Boots,Female students can use the soccer supporter boots for 6 months.,Limited-time uniform!,2,0,20180
286,PD020093,Soccer Support Boots,Female students can use the soccer supporter boots for 1 year.,Limited-time uniform!,2,0,20365
287,PD010121,Soccer Uniform,Male students can use the soccer uniform for 1 day.,Limited-time uniform!,1,0,20001
288,PD010121,Soccer Uniform,Male students can use the soccer uniform for 3 days.,Limited-time uniform!,1,0,20003
289,PD010121,Soccer Uniform,Male students can use the soccer uniform for 7 days.,Limited-time uniform!,1,0,20007
290,PD010121,Soccer Uniform,Male students can use the soccer uniform for 30 days.,Limited-time uniform!,1,0,20030
291,PD010121,Soccer Uniform,Male students can use the soccer uniform for 3 months.,Limited-time uniform!,1,0,20090
292,PD010121,Soccer Uniform,Male students can use the soccer uniform for 6 months.,Limited-time uniform!,1,0,20180
293,PD010121,Soccer Uniform,Male students can use the soccer uniform for 1 year.,Limited-time uniform!,1,0,20365
294,PD010122,Soccer Shorts,Male students can use the soccer shorts for 1 day.,Limited-time uniform!,1,0,20001
295,PD010122,Soccer Shorts,Male students can use the soccer shorts for 3 days.,Limited-time uniform!,1,0,20003
296,PD010122,Soccer Shorts,Male students can use the soccer shorts for 7 days.,Limited-time uniform!,1,0,20007
297,PD010122,Soccer Shorts,Male students can use the soccer shorts for 30 days.,Limited-time uniform!,1,0,20030
298,PD010122,Soccer Shorts,Male students can use the soccer shorts for 3 months.,Limited-time uniform!,1,0,20090
299,PD010122,Soccer Shorts,Male students can use the soccer shorts for 6 months.,Limited-time uniform!,1,0,20180
300,PD010122,Soccer Shorts,Male students can use the soccer shorts for 1 year.,Limited-time uniform!,1,0,20365
301,PD010123,Soccer Shoes,Male students can use the soccer shoes for 1 day.,Limited-time uniform!,1,0,20001
302,PD010123,Soccer Shoes,Male students can use the soccer shoes for 3 days.,Limited-time uniform!,1,0,20003
303,PD010123,Soccer Shoes,Male students can use the soccer shoes for 7 days.,Limited-time uniform!,1,0,20007
304,PD010123,Soccer Shoes,Male students can use the soccer shoes for 30 days.,Limited-time uniform!,1,0,20030
305,PD010123,Soccer Shoes,Male students can use the soccer shoes for 3 months.,Limited-time uniform!,1,0,20090
306,PD010123,Soccer Shoes,Male students can use the soccer shoes for 6 months.,Limited-time uniform!,1,0,20180
307,PD010123,Soccer Shoes,Male students can use the soccer shoes for 1 year.,Limited-time uniform!,1,0,20365
308,PD020121,Soccer Uniform,Female students can use the soccer uniform for 1 day.,Limited-time uniform!,2,0,20001
309,PD020121,Soccer Uniform,Female students can use the soccer uniform for 3 days.,Limited-time uniform!,2,0,20003
310,PD020121,Soccer Uniform,Female students can use the soccer uniform for 7 days.,Limited-time uniform!,2,0,20007
311,PD020121,Soccer Uniform,Female students can use the soccer uniform for 30 days.,Limited-time uniform!,2,0,20030
312,PD020121,Soccer Uniform,Female students can use the soccer uniform for 3 months.,Limited-time uniform!,2,0,20090
313,PD020121,Soccer Uniform,Female students can use the soccer uniform for 6 months.,Limited-time uniform!,2,0,20180
314,PD020121,Soccer Uniform,Female students can use the soccer uniform for 1 year.,Limited-time uniform!,2,0,20365
315,PD020122,Soccer Shorts,Female students can use the soccer shorts for 1 day.,Limited-time uniform!,2,0,20001
316,PD020122,Soccer Shorts,Female students can use the soccer shorts for 3 days.,Limited-time uniform!,2,0,20003
317,PD020122,Soccer Shorts,Female students can use the soccer shorts for 7 days.,Limited-time uniform!,2,0,20007
318,PD020122,Soccer Shorts,Female students can use the soccer shorts for 30 days.,Limited-time uniform!,2,0,20030
319,PD020122,Soccer Shorts,Female students can use the soccer shorts for 3 months.,Limited-time uniform!,2,0,20090
320,PD020122,Soccer Shorts,Female students can use the soccer shorts for 6 months.,Limited-time uniform!,2,0,20180
321,PD020122,Soccer Shorts,Female students can use the soccer shorts for 1 year.,Limited-time uniform!,2,0,20365
322,PD020123,Soccer Shoes,Female students can use the soccer shoes for 1 day.,Limited-time uniform!,2,0,20001
323,PD020123,Soccer Shoes,Female students can use the soccer shoes for 3 days.,Limited-time uniform!,2,0,20003
324,PD020123,Soccer Shoes,Female students can use the soccer shoes for 7 days.,Limited-time uniform!,2,0,20007
325,PD020123,Soccer Shoes,Female students can use the soccer shoes for 30 days.,Limited-time uniform!,2,0,20030
326,PD020123,Soccer Shoes,Female students can use the soccer shoes for 3 months.,Limited-time uniform!,2,0,20090
327,PD020123,Soccer Shoes,Female students can use the soccer shoes for 6 months.,Limited-time uniform!,2,0,20180
328,PD020123,Soccer Shoes,Female students can use the soccer shoes for 1 year.,Limited-time uniform!,2,0,20365
329,PD010121,Soccer Uniform,Male students can use the soccer uniform set for 30 days.,Limited-time uniform!,1,0,20030
330,PD020121,Soccer Uniform,Female students can use the soccer uniform set for 30 days.,Limited-time uniform!,2,0,20030
331,PD000103,Men's Fortissimo Set,"A set containing Locker Usage Pass ×3, Name Tag, Name Tag Backing Set, Placard, Memory Chip, Freely Change Title, Secret Lock, and EXP Up 30 Days.",Includes limited-time bonuses!,1,0,20030
332,PD000103,Women's Fortissimo Set,"A set containing Locker Usage Pass ×3, Name Tag, Name Tag Backing Set, Placard, Memory Chip, Freely Change Title, Secret Lock, and EXP Up 30 Days.",Includes limited-time bonuses!,2,0,20030
333,PD000107,Men's Allegrissimo Set,"A set containing Damage Up 30 Days, Defense Up 30 Days, and Critical Up 30 Days.",Includes limited-time bonuses!,1,0,20030
334,PD000107,Women's Allegrissimo Set,"A set containing Damage Up 30 Days, Defense Up 30 Days, and Critical Up 30 Days.",Includes limited-time bonuses!,2,0,20030
335,PD000108,Men's Vivace Set,"A set containing Hit Up 30 Days, Free Up 30 Days, and EXP Up 30 Days.",Includes limited-time bonuses!,1,0,20030
336,PD000108,Women's Vivace Set,"A set containing Hit Up 30 Days, Free Up 30 Days, and EXP Up 30 Days.",Includes limited-time bonuses!,2,0,20030
337,PD003101,Year 1 Enhancement Encyclopedia,"When enhancing a weapon to +4 or higher, the success rate increases by at least 70% of the base value (if the base is 50%, it becomes 85% or higher). Especially effective at +7 or higher!",Further success rate increase!,0,0,0
338,PD003102,Year 2 Enhancement Encyclopedia,"When enhancing a weapon to +4 or higher, the success rate increases by at least 70% of the base value (if the base is 50%, it becomes 85% or higher). Especially effective at +7 or higher!",Further success rate increase!,0,0,0
339,PD003103,Year 3 Enhancement Encyclopedia,"When enhancing a weapon to +4 or higher, the success rate increases by at least 70% of the base value (if the base is 50%, it becomes 85% or higher). Especially effective at +7 or higher!",Further success rate increase!,0,0,0
340,PD003104,Year 4 Enhancement Encyclopedia,"When enhancing a weapon to +4 or higher, the success rate increases by at least 70% of the base value (if the base is 50%, it becomes 85% or higher). Especially effective at +7 or higher!",Further success rate increase!,0,0,0
341,PD003105,Year 5 Enhancement Encyclopedia,"When enhancing a weapon to +4 or higher, the success rate increases by at least 70% of the base value (if the base is 50%, it becomes 85% or higher). Especially effective at +7 or higher!",Further success rate increase!,0,0,0
342,PD110260,Gambling Club Uniform,You can use the Estiva Academy male student gambling club uniform set for 30 days.,Usable for 30 days,1,1,20030
343,PD120260,Gambling Club Uniform,You can use the Estiva Academy female student gambling club uniform set for 30 days.,Usable for 30 days,2,1,20030
344,PD210190,Ninja Club Uniform,You can use the Yoizuki Academy male student ninja club uniform set for 30 days.,Usable for 30 days,1,2,20030
345,PD220190,Ninja Club Uniform,You can use the Yoizuki Academy female student ninja club uniform set for 30 days.,Usable for 30 days,2,2,20030
401,PD310170,Rainbow Swimsuit,Male students can use the rainbow swimsuit for 30 days.,Usable for 1 day,1,0,20001
402,PD310170,Rainbow Swimsuit,Male students can use the rainbow swimsuit for 30 days.,Usable for 3 days,1,0,20003
403,PD310170,Rainbow Swimsuit,Male students can use the rainbow swimsuit for 30 days.,Usable for 7 days,1,0,20007
404,PD310170,Rainbow Swimsuit,Male students can use the rainbow swimsuit for 30 days.,Usable for 30 days,1,0,20030
405,PD310170,Rainbow Swimsuit,Male students can use the rainbow swimsuit for 30 days.,Usable for 90 days,1,0,20090
406,PD310170,Rainbow Swimsuit,Male students can use the rainbow swimsuit for 30 days.,Usable for 180 days,1,0,20180
407,PD310170,Rainbow Swimsuit,Male students can use the rainbow swimsuit for 30 days.,Usable for 365 days,1,0,20365
408,PD320170,White School Swimsuit,Female students can use the white school swimsuit for 30 days.,Usable for 1 day,2,0,20001
409,PD320170,White School Swimsuit,Female students can use the white school swimsuit for 30 days.,Usable for 3 days,2,0,20003
410,PD320170,White School Swimsuit,Female students can use the white school swimsuit for 30 days.,Usable for 7 days,2,0,20007
411,PD320170,White School Swimsuit,Female students can use the white school swimsuit for 30 days.,Usable for 30 days,2,0,20030
412,PD320170,White School Swimsuit,Female students can use the white school swimsuit for 30 days.,Usable for 90 days,2,0,20090
413,PD320170,White School Swimsuit,Female students can use the white school swimsuit for 30 days.,Usable for 180 days,2,0,20180
414,PD320170,White School Swimsuit,Female students can use the white school swimsuit for 30 days.,Usable for 365 days,2,0,20365
415,PD110341,Chorus Suit,Estiva Academy Chorus Club suit for male students.,Usable for 1 day,1,1,20001
416,PD110341,Chorus Suit,Estiva Academy Chorus Club suit for male students.,Usable for 3 days,1,1,20003
417,PD110341,Chorus Suit,Estiva Academy Chorus Club suit for male students.,Usable for 7 days,1,1,20007
418,PD110341,Chorus Suit,Estiva Academy Chorus Club suit for male students.,Usable for 30 days,1,1,20030
419,PD110341,Chorus Suit,Estiva Academy Chorus Club suit for male students.,Usable for 90 days,1,1,20090
420,PD110341,Chorus Suit,Estiva Academy Chorus Club suit for male students.,Usable for 180 days,1,1,20180
421,PD110341,Chorus Suit,Estiva Academy Chorus Club suit for male students.,Usable for 365 days,1,1,20365
422,PD110342,Chorus Pants,Estiva Academy Chorus Club pants for male students.,Usable for 1 day,1,1,20001
423,PD110342,Chorus Pants,Estiva Academy Chorus Club pants for male students.,Usable for 3 days,1,1,20003
424,PD110342,Chorus Pants,Estiva Academy Chorus Club pants for male students.,Usable for 7 days,1,1,20007
425,PD110342,Chorus Pants,Estiva Academy Chorus Club pants for male students.,Usable for 30 days,1,1,20030
426,PD110342,Chorus Pants,Estiva Academy Chorus Club pants for male students.,Usable for 90 days,1,1,20090
427,PD110342,Chorus Pants,Estiva Academy Chorus Club pants for male students.,Usable for 180 days,1,1,20180
428,PD110342,Chorus Pants,Estiva Academy Chorus Club pants for male students.,Usable for 365 days,1,1,20365
429,PD110343,Chorus Shoes,Estiva Academy Chorus Club shoes for male students.,Usable for 1 day,1,1,20001
430,PD110343,Chorus Shoes,Estiva Academy Chorus Club shoes for male students.,Usable for 3 days,1,1,20003
431,PD110343,Chorus Shoes,Estiva Academy Chorus Club shoes for male students.,Usable for 7 days,1,1,20007
432,PD110343,Chorus Shoes,Estiva Academy Chorus Club shoes for male students.,Usable for 30 days,1,1,20030
433,PD110343,Chorus Shoes,Estiva Academy Chorus Club shoes for male students.,Usable for 90 days,1,1,20090
434,PD110343,Chorus Shoes,Estiva Academy Chorus Club shoes for male students.,Usable for 180 days,1,1,20180
435,PD110343,Chorus Shoes,Estiva Academy Chorus Club shoes for male students.,Usable for 365 days,1,1,20365
436,PD120341,Chorus Dress,Estiva Academy Chorus Club dress for female students.,Usable for 1 day,2,1,20001
437,PD120341,Chorus Dress,Estiva Academy Chorus Club dress for female students.,Usable for 3 days,2,1,20003
438,PD120341,Chorus Dress,Estiva Academy Chorus Club dress for female students.,Usable for 7 days,2,1,20007
439,PD120341,Chorus Dress,Estiva Academy Chorus Club dress for female students.,Usable for 30 days,2,1,20030
440,PD120341,Chorus Dress,Estiva Academy Chorus Club dress for female students.,Usable for 90 days,2,1,20090
441,PD120341,Chorus Dress,Estiva Academy Chorus Club dress for female students.,Usable for 180 days,2,1,20180
442,PD120341,Chorus Dress,Estiva Academy Chorus Club dress for female students.,Usable for 365 days,2,1,20365
443,PD120342,Chorus Skirt,Estiva Academy Chorus Club skirt for female students.,Usable for 1 day,2,1,20001
444,PD120342,Chorus Skirt,Estiva Academy Chorus Club skirt for female students.,Usable for 3 days,2,1,20003
445,PD120342,Chorus Skirt,Estiva Academy Chorus Club skirt for female students.,Usable for 7 days,2,1,20007
446,PD120342,Chorus Skirt,Estiva Academy Chorus Club skirt for female students.,Usable for 30 days,2,1,20030
447,PD120342,Chorus Skirt,Estiva Academy Chorus Club skirt for female students.,Usable for 90 days,2,1,20090
448,PD120342,Chorus Skirt,Estiva Academy Chorus Club skirt for female students.,Usable for 180 days,2,1,20180
449,PD120342,Chorus Skirt,Estiva Academy Chorus Club skirt for female students.,Usable for 365 days,2,1,20365
450,PD120343,Chorus Shoes,Estiva Academy Chorus Club shoes for female students.,Usable for 1 day,2,1,20001
451,PD120343,Chorus Shoes,Estiva Academy Chorus Club shoes for female students.,Usable for 3 days,2,1,20003
452,PD120343,Chorus Shoes,Estiva Academy Chorus Club shoes for female students.,Usable for 7 days,2,1,20007
453,PD120343,Chorus Shoes,Estiva Academy Chorus Club shoes for female students.,Usable for 30 days,2,1,20030
454,PD120343,Chorus Shoes,Estiva Academy Chorus Club shoes for female students.,Usable for 90 days,2,1,20090
455,PD120343,Chorus Shoes,Estiva Academy Chorus Club shoes for female students.,Usable for 180 days,2,1,20180
456,PD120343,Chorus Shoes,Estiva Academy Chorus Club shoes for female students.,Usable for 365 days,2,1,20365
457,PD210341,Chorus Robe,Yoizuki Academy Chorus Club robe for male students.,Usable for 1 day,1,2,20001
458,PD210341,Chorus Robe,Yoizuki Academy Chorus Club robe for male students.,Usable for 3 days,1,2,20003
459,PD210341,Chorus Robe,Yoizuki Academy Chorus Club robe for male students.,Usable for 7 days,1,2,20007
460,PD210341,Chorus Robe,Yoizuki Academy Chorus Club robe for male students.,Usable for 30 days,1,2,20030
461,PD210341,Chorus Robe,Yoizuki Academy Chorus Club robe for male students.,Usable for 90 days,1,2,20090
462,PD210341,Chorus Robe,Yoizuki Academy Chorus Club robe for male students.,Usable for 180 days,1,2,20180
463,PD210341,Chorus Robe,Yoizuki Academy Chorus Club robe for male students.,Usable for 365 days,1,2,20365
464,PD210342,Chorus Pants,Yoizuki Academy Chorus Club pants for male students.,Usable for 1 day,1,2,20001
465,PD210342,Chorus Pants,Yoizuki Academy Chorus Club pants for male students.,Usable for 3 days,1,2,20003
466,PD210342,Chorus Pants,Yoizuki Academy Chorus Club pants for male students.,Usable for 7 days,1,2,20007
467,PD210342,Chorus Pants,Yoizuki Academy Chorus Club pants for male students.,Usable for 30 days,1,2,20030
468,PD210342,Chorus Pants,Yoizuki Academy Chorus Club pants for male students.,Usable for 90 days,1,2,20090
469,PD210342,Chorus Pants,Yoizuki Academy Chorus Club pants for male students.,Usable for 180 days,1,2,20180
470,PD210342,Chorus Pants,Yoizuki Academy Chorus Club pants for male students.,Usable for 365 days,1,2,20365
471,PD210343,Chorus Shoes,Yoizuki Academy Chorus Club shoes for male students.,Usable for 1 day,1,2,20001
472,PD210343,Chorus Shoes,Yoizuki Academy Chorus Club shoes for male students.,Usable for 3 days,1,2,20003
473,PD210343,Chorus Shoes,Yoizuki Academy Chorus Club shoes for male students.,Usable for 7 days,1,2,20007
474,PD210343,Chorus Shoes,Yoizuki Academy Chorus Club shoes for male students.,Usable for 30 days,1,2,20030
475,PD210343,Chorus Shoes,Yoizuki Academy Chorus Club shoes for male students.,Usable for 90 days,1,2,20090
476,PD210343,Chorus Shoes,Yoizuki Academy Chorus Club shoes for male students.,Usable for 180 days,1,2,20180
477,PD210343,Chorus Shoes,Yoizuki Academy Chorus Club shoes for male students.,Usable for 365 days,1,2,20365
478,PD220341,Chorus Robe,Yoizuki Academy Chorus Club robe for female students.,Usable for 1 day,2,2,20001
479,PD220341,Chorus Robe,Yoizuki Academy Chorus Club robe for female students.,Usable for 3 days,2,2,20003
480,PD220341,Chorus Robe,Yoizuki Academy Chorus Club robe for female students.,Usable for 7 days,2,2,20007
481,PD220341,Chorus Robe,Yoizuki Academy Chorus Club robe for female students.,Usable for 30 days,2,2,20030
482,PD220341,Chorus Robe,Yoizuki Academy Chorus Club robe for female students.,Usable for 90 days,2,2,20090
483,PD220341,Chorus Robe,Yoizuki Academy Chorus Club robe for female students.,Usable for 180 days,2,2,20180
484,PD220341,Chorus Robe,Yoizuki Academy Chorus Club robe for female students.,Usable for 365 days,2,2,20365
485,PD220342,Chorus Skirt,Yoizuki Academy Chorus Club skirt for female students.,Usable for 1 day,2,2,20001
486,PD220342,Chorus Skirt,Yoizuki Academy Chorus Club skirt for female students.,Usable for 3 days,2,2,20003
487,PD220342,Chorus Skirt,Yoizuki Academy Chorus Club skirt for female students.,Usable for 7 days,2,2,20007
488,PD220342,Chorus Skirt,Yoizuki Academy Chorus Club skirt for female students.,Usable for 30 days,2,2,20030
489,PD220342,Chorus Skirt,Yoizuki Academy Chorus Club skirt for female students.,Usable for 90 days,2,2,20090
490,PD220342,Chorus Skirt,Yoizuki Academy Chorus Club skirt for female students.,Usable for 180 days,2,2,20180
491,PD220342,Chorus Skirt,Yoizuki Academy Chorus Club skirt for female students.,Usable for 365 days,2,2,20365
492,PD220343,Chorus Shoes,Yoizuki Academy Chorus Club shoes for female students.,Usable for 1 day,2,2,20001
493,PD220343,Chorus Shoes,Yoizuki Academy Chorus Club shoes for female students.,Usable for 3 days,2,2,20003
494,PD220343,Chorus Shoes,Yoizuki Academy Chorus Club shoes for female students.,Usable for 7 days,2,2,20007
495,PD220343,Chorus Shoes,Yoizuki Academy Chorus Club shoes for female students.,Usable for 30 days,2,2,20030
496,PD220343,Chorus Shoes,Yoizuki Academy Chorus Club shoes for female students.,Usable for 90 days,2,2,20090
497,PD220343,Chorus Shoes,Yoizuki Academy Chorus Club shoes for female students.,Usable for 180 days,2,2,20180
498,PD220343,Chorus Shoes,Yoizuki Academy Chorus Club shoes for female students.,Usable for 365 days,2,2,20365
499,PD310181,Cyber Suit,Male students can use the cyber suit for 30 days.,Usable for 1 day,1,0,20001
500,PD310181,Cyber Suit,Male students can use the cyber suit for 30 days.,Usable for 3 days,1,0,20003
501,PD310181,Cyber Suit,Male students can use the cyber suit for 30 days.,Usable for 7 days,1,0,20007
502,PD310181,Cyber Suit,Male students can use the cyber suit for 30 days.,Usable for 30 days,1,0,20030
503,PD310181,Cyber Suit,Male students can use the cyber suit for 30 days.,Usable for 90 days,1,0,20090
504,PD310181,Cyber Suit,Male students can use the cyber suit for 30 days.,Usable for 180 days,1,0,20180
505,PD310181,Cyber Suit,Male students can use the cyber suit for 30 days.,Usable for 365 days,1,0,20365
506,PD310182,Cyber Gloves,Male students can use the cyber gloves for 30 days.,Usable for 1 day,1,0,20001
507,PD310182,Cyber Gloves,Male students can use the cyber gloves for 30 days.,Usable for 3 days,1,0,20003
508,PD310182,Cyber Gloves,Male students can use the cyber gloves for 30 days.,Usable for 7 days,1,0,20007
509,PD310182,Cyber Gloves,Male students can use the cyber gloves for 30 days.,Usable for 30 days,1,0,20030
510,PD310182,Cyber Gloves,Male students can use the cyber gloves for 30 days.,Usable for 90 days,1,0,20090
511,PD310182,Cyber Gloves,Male students can use the cyber gloves for 30 days.,Usable for 180 days,1,0,20180
512,PD310182,Cyber Gloves,Male students can use the cyber gloves for 30 days.,Usable for 365 days,1,0,20365
513,PD310183,Cyber Boots,Male students can use the cyber boots for 30 days.,Usable for 1 day,1,0,20001
514,PD310183,Cyber Boots,Male students can use the cyber boots for 30 days.,Usable for 3 days,1,0,20003
515,PD310183,Cyber Boots,Male students can use the cyber boots for 30 days.,Usable for 7 days,1,0,20007
516,PD310183,Cyber Boots,Male students can use the cyber boots for 30 days.,Usable for 30 days,1,0,20030
517,PD310183,Cyber Boots,Male students can use the cyber boots for 30 days.,Usable for 90 days,1,0,20090
518,PD310183,Cyber Boots,Male students can use the cyber boots for 30 days.,Usable for 180 days,1,0,20180
519,PD310183,Cyber Boots,Male students can use the cyber boots for 30 days.,Usable for 365 days,1,0,20365
520,PD310184,Cyber Headgear,Male students can use the cyber headgear for 30 days.,Usable for 1 day,1,0,20001
521,PD310184,Cyber Headgear,Male students can use the cyber headgear for 30 days.,Usable for 3 days,1,0,20003
522,PD310184,Cyber Headgear,Male students can use the cyber headgear for 30 days.,Usable for 7 days,1,0,20007
523,PD310184,Cyber Headgear,Male students can use the cyber headgear for 30 days.,Usable for 30 days,1,0,20030
524,PD310184,Cyber Headgear,Male students can use the cyber headgear for 30 days.,Usable for 90 days,1,0,20090
525,PD310184,Cyber Headgear,Male students can use the cyber headgear for 30 days.,Usable for 180 days,1,0,20180
526,PD310184,Cyber Headgear,Male students can use the cyber headgear for 30 days.,Usable for 365 days,1,0,20365
527,PD320181,Cyber Suit,Female students can use the cyber suit for 30 days.,Usable for 1 day,2,0,20001
528,PD320181,Cyber Suit,Female students can use the cyber suit for 30 days.,Usable for 3 days,2,0,20003
529,PD320181,Cyber Suit,Female students can use the cyber suit for 30 days.,Usable for 7 days,2,0,20007
530,PD320181,Cyber Suit,Female students can use the cyber suit for 30 days.,Usable for 30 days,2,0,20030
531,PD320181,Cyber Suit,Female students can use the cyber suit for 30 days.,Usable for 90 days,2,0,20090
532,PD320181,Cyber Suit,Female students can use the cyber suit for 30 days.,Usable for 180 days,2,0,20180
533,PD320181,Cyber Suit,Female students can use the cyber suit for 30 days.,Usable for 365 days,2,0,20365
534,PD320182,Cyber Gloves,Female students can use the cyber gloves for 30 days.,Usable for 1 day,2,0,20001
535,PD320182,Cyber Gloves,Female students can use the cyber gloves for 30 days.,Usable for 3 days,2,0,20003
536,PD320182,Cyber Gloves,Female students can use the cyber gloves for 30 days.,Usable for 7 days,2,0,20007
537,PD320182,Cyber Gloves,Female students can use the cyber gloves for 30 days.,Usable for 30 days,2,0,20030
