item_id,code,name,desc,extra,i0,i1,i2,i3
71394,reinforce_1001,刀源石 6年 2次 A+,ブレードに装着する源石。6年生用 ランク 2、グレード A+。<br>(パワーゲージ最大値 +1),装備アイテム強化,11,0,5,0
71395,reinforce_1001,刀源石 6年 2次 S,ブレードに装着する源石。6年生用 ランク 2、グレード S。<br>(パワーゲージ最大値 +1),装備アイテム強化,11,0,5,0
71396,reinforce_1001,刀源石 6年 2次 SS,ブレードに装着する源石。6年生用 ランク 2、グレード SS。<br>(パワーゲージ最大値 +1),装備アイテム強化,11,0,5,0
71397,reinforce_1001,刀源石 6年 3次 C-,ブレードに装着する源石。6年生用 ランク 3、グレード C-。<br>(パワーゲージ最大値 +1),装備アイテム強化,11,0,5,0
71398,reinforce_1001,刀源石 6年 3次 C,ブレードに装着する源石。6年生用 ランク 3、グレード C。<br>(パワーゲージ最大値 +1),装備アイテム強化,11,0,5,0
71399,reinforce_1001,刀源石 6年 3次 C+,ブレードに装着する源石。6年生用 ランク 3、グレード C+。<br>(パワーゲージ最大値 +1),装備アイテム強化,11,0,5,0
71400,reinforce_1001,刀源石 6年 3次 B-,ブレードに装着する源石。6年生用 ランク 3、グレード B-。<br>(パワーゲージ最大値 +1),装備アイテム強化,11,0,5,0
71401,reinforce_1001,刀源石 6年 3次 B,ブレードに装着する源石。6年生用 ランク 3、グレード B。<br>(パワーゲージ最大値 +1),装備アイテム強化,11,0,5,0
71402,reinforce_1001,刀源石 6年 3次 B+,ブレードに装着する源石。6年生用 ランク 3、グレード B+。<br>(パワーゲージ最大値 +1),装備アイテム強化,11,0,5,0
71403,reinforce_1001,刀源石 6年 3次 A-,ブレードに装着する源石。6年生用 ランク 3、グレード A-。<br>(パワーゲージ最大値 +1),装備アイテム強化,11,0,5,0
71404,reinforce_1001,刀源石 6年 3次 A,ブレードに装着する源石。6年生用 ランク 3、グレード A。<br>(パワーゲージ最大値 +1),装備アイテム強化,11,0,5,0
71405,reinforce_1001,刀源石 6年 3次 A+,ブレードに装着する源石。6年生用 ランク 3、グレード A+。<br>(パワーゲージ最大値 +1),装備アイテム強化,11,0,5,0
71406,reinforce_1001,刀源石 6年 3次 S,ブレードに装着する源石。6年生用 ランク 3、グレード S。<br>(パワーゲージ最大値 +1),装備アイテム強化,11,0,5,0
71407,reinforce_1001,刀源石 6年 3次 SS,ブレードに装着する源石。6年生用 ランク 3、グレード SS。<br>(パワーゲージ最大値 +1),装備アイテム強化,11,0,5,0
71408,reinforce_1001,刀源石 6年 4次 C-,ブレードに装着する源石。6年生用 ランク 4、グレード C-。<br>(パワーゲージ最大値 +1),装備アイテム強化,11,0,5,0
71409,reinforce_1001,刀源石 6年 4次 C,ブレードに装着する源石。6年生用 ランク 4、グレード C。<br>(パワーゲージ最大値 +1),装備アイテム強化,11,0,5,0
71410,reinforce_1001,刀源石 6年 4次 C+,ブレードに装着する源石。6年生用 ランク 4、グレード C+。<br>(パワーゲージ最大値 +1),装備アイテム強化,11,0,5,0
71411,reinforce_1001,刀源石 6年 4次 B-,ブレードに装着する源石。6年生用 ランク 4、グレード B-。<br>(パワーゲージ最大値 +1),装備アイテム強化,11,0,5,0
71412,reinforce_1001,刀源石 6年 4次 B,ブレードに装着する源石。6年生用 ランク 4、グレード B。<br>(パワーゲージ最大値 +1),装備アイテム強化,11,0,5,0
71413,reinforce_1001,刀源石 6年 4次 B+,ブレードに装着する源石。6年生用 ランク 4、グレード B+。<br>(パワーゲージ最大値 +1),装備アイテム強化,11,0,5,0
71414,reinforce_1001,刀源石 6年 4次 A-,ブレードに装着する源石。6年生用 ランク 4、グレード A-。<br>(パワーゲージ最大値 +1),装備アイテム強化,11,0,5,0
71415,reinforce_1001,刀源石 6年 4次 A,ブレードに装着する源石。6年生用 ランク 4、グレード A。<br>(パワーゲージ最大値 +1),装備アイテム強化,11,0,5,0
71416,reinforce_1001,刀源石 6年 4次 A+,ブレードに装着する源石。6年生用 ランク 4、グレード A+。<br>(パワーゲージ最大値 +1),装備アイテム強化,11,0,5,0
71417,reinforce_1001,刀源石 6年 4次 S,ブレードに装着する源石。6年生用 ランク 4、グレード S。<br>(パワーゲージ最大値 +1),装備アイテム強化,11,0,5,0
71418,reinforce_1001,刀源石 6年 4次 SS,ブレードに装着する源石。6年生用 ランク 4、グレード SS。<br>(パワーゲージ最大値 +1),装備アイテム強化,11,0,5,0
71419,reinforce_1001,刀源石 6年 5次 C-,ブレードに装着する源石。6年生用 ランク 5、グレード C-。<br>(パワーゲージ最大値 +1),装備アイテム強化,11,0,5,0
71420,reinforce_1001,刀源石 6年 5次 C,ブレードに装着する源石。6年生用 ランク 5、グレード C。<br>(パワーゲージ最大値 +1),装備アイテム強化,11,0,5,0
71421,reinforce_1001,刀源石 6年 5次 C+,ブレードに装着する源石。6年生用 ランク 5、グレード C+。<br>(パワーゲージ最大値 +1),装備アイテム強化,11,0,5,0
71422,reinforce_1001,刀源石 6年 5次 B-,ブレードに装着する源石。6年生用 ランク 5、グレード B-。<br>(パワーゲージ最大値 +1),装備アイテム強化,11,0,5,0
71423,reinforce_1001,刀源石 6年 5次 B,ブレードに装着する源石。6年生用 ランク 5、グレード B。<br>(パワーゲージ最大値 +1),装備アイテム強化,11,0,5,0
71424,reinforce_1001,刀源石 6年 5次 B+,ブレードに装着する源石。6年生用 ランク 5、グレード B+。<br>(パワーゲージ最大値 +1),装備アイテム強化,11,0,5,0
71425,reinforce_1001,刀源石 6年 5次 A-,ブレードに装着する源石。6年生用 ランク 5、グレード A-。<br>(パワーゲージ最大値 +1),装備アイテム強化,11,0,5,0
71426,reinforce_1001,刀源石 6年 5次 A,ブレードに装着する源石。6年生用 ランク 5、グレード A。<br>(パワーゲージ最大値 +1),装備アイテム強化,11,0,5,0
72100,reinforce_2001,拳源石 1年 1次 C-,グローブに装着する源石。1年生用 ランク 1、グレード C-。<br>(パワーゲージ最大値 +1),装備アイテム強化,7,0,5,0
72101,reinforce_2001,拳源石 1年 1次 C,グローブに装着する源石。1年生用 ランク 1、グレード C。<br>(パワーゲージ最大値 +1),装備アイテム強化,7,0,5,0
72102,reinforce_2001,拳源石 1年 1次 C+,グローブに装着する源石。1年生用 ランク 1、グレード C+。<br>(パワーゲージ最大値 +1),装備アイテム強化,7,0,5,0
72103,reinforce_2001,拳源石 1年 1次 B-,グローブに装着する源石。1年生用 ランク 1、グレード B-。<br>(パワーゲージ最大値 +1),装備アイテム強化,7,0,5,0
72104,reinforce_2001,拳源石 1年 1次 B,グローブに装着する源石。1年生用 ランク 1、グレード B。<br>(パワーゲージ最大値 +1),装備アイテム強化,7,0,5,0
72105,reinforce_2001,拳源石 1年 1次 B+,グローブに装着する源石。1年生用 ランク 1、グレード B+。<br>(パワーゲージ最大値 +1),装備アイテム強化,7,0,5,0
72106,reinforce_2001,拳源石 1年 1次 A-,グローブに装着する源石。1年生用 ランク 1、グレード A-。<br>(パワーゲージ最大値 +1),装備アイテム強化,7,0,5,0
72107,reinforce_2001,拳源石 1年 1次 A,グローブに装着する源石。1年生用 ランク 1、グレード A。<br>(パワーゲージ最大値 +1),装備アイテム強化,7,0,5,0
72108,reinforce_2001,拳源石 1年 1次 A+,グローブに装着する源石。1年生用 ランク 1、グレード A+。<br>(パワーゲージ最大値 +1),装備アイテム強化,7,0,5,0
72109,reinforce_2001,拳源石 1年 1次 S,グローブに装着する源石。1年生用 ランク 1、グレード S。<br>(パワーゲージ最大値 +1),装備アイテム強化,7,0,5,0
72110,reinforce_2001,拳源石 1年 1次 SS,グローブに装着する源石。1年生用 ランク 1、グレード SS。<br>(パワーゲージ最大値 +1),装備アイテム強化,7,0,5,0
72111,reinforce_2001,拳源石 1年 2次 C-,グローブに装着する源石。1年生用 ランク 2、グレード C-。<br>(パワーゲージ最大値 +1),装備アイテム強化,7,0,5,0
72112,reinforce_2001,拳源石 1年 2次 C,グローブに装着する源石。1年生用 ランク 2、グレード C。<br>(パワーゲージ最大値 +1),装備アイテム強化,7,0,5,0
72113,reinforce_2001,拳源石 1年 2次 C+,グローブに装着する源石。1年生用 ランク 2、グレード C+。<br>(パワーゲージ最大値 +1),装備アイテム強化,7,0,5,0
72114,reinforce_2001,拳源石 1年 2次 B-,グローブに装着する源石。1年生用 ランク 2、グレード B-。<br>(パワーゲージ最大値 +1),装備アイテム強化,7,0,5,0
72115,reinforce_2001,拳源石 1年 2次 B,グローブに装着する源石。1年生用 ランク 2、グレード B。<br>(パワーゲージ最大値 +1),装備アイテム強化,7,0,5,0
72116,reinforce_2001,拳源石 1年 2次 B+,グローブに装着する源石。1年生用 ランク 2、グレード B+。<br>(パワーゲージ最大値 +1),装備アイテム強化,7,0,5,0
72117,reinforce_2001,拳源石 1年 2次 A-,グローブに装着する源石。1年生用 ランク 2、グレード A-。<br>(パワーゲージ最大値 +1),装備アイテム強化,7,0,5,0
72118,reinforce_2001,拳源石 1年 2次 A,グローブに装着する源石。1年生用 ランク 2、グレード A。<br>(パワーゲージ最大値 +1),装備アイテム強化,7,0,5,0
72119,reinforce_2001,拳源石 1年 2次 A+,グローブに装着する源石。1年生用 ランク 2、グレード A+。<br>(パワーゲージ最大値 +1),装備アイテム強化,7,0,5,0
72120,reinforce_2001,拳源石 1年 2次 S,グローブに装着する源石。1年生用 ランク 2、グレード S。<br>(パワーゲージ最大値 +1),装備アイテム強化,7,0,5,0
72121,reinforce_2001,拳源石 1年 2次 SS,グローブに装着する源石。1年生用 ランク 2、グレード SS。<br>(パワーゲージ最大値 +1),装備アイテム強化,7,0,5,0
72122,reinforce_2001,拳源石 1年 3次 C-,グローブに装着する源石。1年生用 ランク 3、グレード C-。<br>(パワーゲージ最大値 +1),装備アイテム強化,7,0,5,0
72123,reinforce_2001,拳源石 1年 3次 C,グローブに装着する源石。1年生用 ランク 3、グレード C。<br>(パワーゲージ最大値 +1),装備アイテム強化,7,0,5,0
72124,reinforce_2001,拳源石 1年 3次 C+,グローブに装着する源石。1年生用 ランク 3、グレード C+。<br>(パワーゲージ最大値 +1),装備アイテム強化,7,0,5,0
72125,reinforce_2001,拳源石 1年 3次 B-,グローブに装着する源石。1年生用 ランク 3、グレード B-。<br>(パワーゲージ最大値 +1),装備アイテム強化,7,0,5,0
72126,reinforce_2001,拳源石 1年 3次 B,グローブに装着する源石。1年生用 ランク 3、グレード B。<br>(パワーゲージ最大値 +1),装備アイテム強化,7,0,5,0
72127,reinforce_2001,拳源石 1年 3次 B+,グローブに装着する源石。1年生用 ランク 3、グレード B+。<br>(パワーゲージ最大値 +1),装備アイテム強化,7,0,5,0
72128,reinforce_2001,拳源石 1年 3次 A-,グローブに装着する源石。1年生用 ランク 3、グレード A-。<br>(パワーゲージ最大値 +1),装備アイテム強化,7,0,5,0
72129,reinforce_2001,拳源石 1年 3次 A,グローブに装着する源石。1年生用 ランク 3、グレード A。<br>(パワーゲージ最大値 +1),装備アイテム強化,7,0,5,0
72130,reinforce_2001,拳源石 1年 3次 A+,グローブに装着する源石。1年生用 ランク 3、グレード A+。<br>(パワーゲージ最大値 +1),装備アイテム強化,7,0,5,0
72131,reinforce_2001,拳源石 1年 3次 S,グローブに装着する源石。1年生用 ランク 3、グレード S。<br>(パワーゲージ最大値 +1),装備アイテム強化,7,0,5,0
72132,reinforce_2001,拳源石 1年 3次 SS,グローブに装着する源石。1年生用 ランク 3、グレード SS。<br>(パワーゲージ最大値 +1),装備アイテム強化,7,0,5,0
72133,reinforce_2001,拳源石 1年 4次 C-,グローブに装着する源石。1年生用 ランク 4、グレード C-。<br>(パワーゲージ最大値 +1),装備アイテム強化,7,0,5,0
72134,reinforce_2001,拳源石 1年 4次 C,グローブに装着する源石。1年生用 ランク 4、グレード C。<br>(パワーゲージ最大値 +1),装備アイテム強化,7,0,5,0
72135,reinforce_2001,拳源石 1年 4次 C+,グローブに装着する源石。1年生用 ランク 4、グレード C+。<br>(パワーゲージ最大値 +1),装備アイテム強化,7,0,5,0
72136,reinforce_2001,拳源石 1年 4次 B-,グローブに装着する源石。1年生用 ランク 4、グレード B-。<br>(パワーゲージ最大値 +1),装備アイテム強化,7,0,5,0
72137,reinforce_2001,拳源石 1年 4次 B,グローブに装着する源石。1年生用 ランク 4、グレード B。<br>(パワーゲージ最大値 +1),装備アイテム強化,7,0,5,0
72138,reinforce_2001,拳源石 1年 4次 B+,グローブに装着する源石。1年生用 ランク 4、グレード B+。<br>(パワーゲージ最大値 +1),装備アイテム強化,7,0,5,0
72139,reinforce_2001,拳源石 1年 4次 A-,グローブに装着する源石。1年生用 ランク 4、グレード A-。<br>(パワーゲージ最大値 +1),装備アイテム強化,7,0,5,0
72140,reinforce_2001,拳源石 1年 4次 A,グローブに装着する源石。1年生用 ランク 4、グレード A。<br>(パワーゲージ最大値 +1),装備アイテム強化,7,0,5,0
72141,reinforce_2001,拳源石 1年 4次 A+,グローブに装着する源石。1年生用 ランク 4、グレード A+。<br>(パワーゲージ最大値 +1),装備アイテム強化,7,0,5,0
72142,reinforce_2001,拳源石 1年 4次 S,グローブに装着する源石。1年生用 ランク 4、グレード S。<br>(パワーゲージ最大値 +1),装備アイテム強化,7,0,5,0
72143,reinforce_2001,拳源石 1年 4次 SS,グローブに装着する源石。1年生用 ランク 4、グレード SS。<br>(パワーゲージ最大値 +1),装備アイテム強化,7,0,5,0
72144,reinforce_2001,拳源石 2年 1次 C-,グローブに装着する源石。2年生用 ランク 1、グレード C-。<br>(パワーゲージ最大値 +1),装備アイテム強化,8,0,5,0
72145,reinforce_2001,拳源石 2年 1次 C,グローブに装着する源石。2年生用 ランク 1、グレード C。<br>(パワーゲージ最大値 +1),装備アイテム強化,8,0,5,0
72146,reinforce_2001,拳源石 2年 1次 C+,グローブに装着する源石。2年生用 ランク 1、グレード C+。<br>(パワーゲージ最大値 +1),装備アイテム強化,8,0,5,0
72147,reinforce_2001,拳源石 2年 1次 B-,グローブに装着する源石。2年生用 ランク 1、グレード B-。<br>(パワーゲージ最大値 +1),装備アイテム強化,8,0,5,0
72148,reinforce_2001,拳源石 2年 1次 B,グローブに装着する源石。2年生用 ランク 1、グレード B。<br>(パワーゲージ最大値 +1),装備アイテム強化,8,0,5,0
72149,reinforce_2001,拳源石 2年 1次 B+,グローブに装着する源石。2年生用 ランク 1、グレード B+。<br>(パワーゲージ最大値 +1),装備アイテム強化,8,0,5,0
72150,reinforce_2001,拳源石 2年 1次 A-,グローブに装着する源石。2年生用 ランク 1、グレード A-。<br>(パワーゲージ最大値 +1),装備アイテム強化,8,0,5,0
72151,reinforce_2001,拳源石 2年 1次 A,グローブに装着する源石。2年生用 ランク 1、グレード A。<br>(パワーゲージ最大値 +1),装備アイテム強化,8,0,5,0
72152,reinforce_2001,拳源石 2年 1次 A+,グローブに装着する源石。2年生用 ランク 1、グレード A+。<br>(パワーゲージ最大値 +1),装備アイテム強化,8,0,5,0
72153,reinforce_2001,拳源石 2年 1次 S,グローブに装着する源石。2年生用 ランク 1、グレード S。<br>(パワーゲージ最大値 +1),装備アイテム強化,8,0,5,0
72154,reinforce_2001,拳源石 2年 1次 SS,グローブに装着する源石。2年生用 ランク 1、グレード SS。<br>(パワーゲージ最大値 +1),装備アイテム強化,8,0,5,0
72155,reinforce_2001,拳源石 2年 2次 C-,グローブに装着する源石。2年生用 ランク 2、グレード C-。<br>(パワーゲージ最大値 +1),装備アイテム強化,8,0,5,0
72156,reinforce_2001,拳源石 2年 2次 C,グローブに装着する源石。2年生用 ランク 2、グレード C。<br>(パワーゲージ最大値 +1),装備アイテム強化,8,0,5,0
72157,reinforce_2001,拳源石 2年 2次 C+,グローブに装着する源石。2年生用 ランク 2、グレード C+。<br>(パワーゲージ最大値 +1),装備アイテム強化,8,0,5,0
72158,reinforce_2001,拳源石 2年 2次 B-,グローブに装着する源石。2年生用 ランク 2、グレード B-。<br>(パワーゲージ最大値 +1),装備アイテム強化,8,0,5,0
72159,reinforce_2001,拳源石 2年 2次 B,グローブに装着する源石。2年生用 ランク 2、グレード B。<br>(パワーゲージ最大値 +1),装備アイテム強化,8,0,5,0
72160,reinforce_2001,拳源石 2年 2次 B+,グローブに装着する源石。2年生用 ランク 2、グレード B+。<br>(パワーゲージ最大値 +1),装備アイテム強化,8,0,5,0
72161,reinforce_2001,拳源石 2年 2次 A-,グローブに装着する源石。2年生用 ランク 2、グレード A-。<br>(パワーゲージ最大値 +1),装備アイテム強化,8,0,5,0
72162,reinforce_2001,拳源石 2年 2次 A,グローブに装着する源石。2年生用 ランク 2、グレード A。<br>(パワーゲージ最大値 +1),装備アイテム強化,8,0,5,0
72163,reinforce_2001,拳源石 2年 2次 A+,グローブに装着する源石。2年生用 ランク 2、グレード A+。<br>(パワーゲージ最大値 +1),装備アイテム強化,8,0,5,0
72164,reinforce_2001,拳源石 2年 2次 S,グローブに装着する源石。2年生用 ランク 2、グレード S。<br>(パワーゲージ最大値 +1),装備アイテム強化,8,0,5,0
72165,reinforce_2001,拳源石 2年 2次 SS,グローブに装着する源石。2年生用 ランク 2、グレード SS。<br>(パワーゲージ最大値 +1),装備アイテム強化,8,0,5,0
72166,reinforce_2001,拳源石 2年 3次 C-,グローブに装着する源石。2年生用 ランク 3、グレード C-。<br>(パワーゲージ最大値 +1),装備アイテム強化,8,0,5,0
72167,reinforce_2001,拳源石 2年 3次 C,グローブに装着する源石。2年生用 ランク 3、グレード C。<br>(パワーゲージ最大値 +1),装備アイテム強化,8,0,5,0
72168,reinforce_2001,拳源石 2年 3次 C+,グローブに装着する源石。2年生用 ランク 3、グレード C+。<br>(パワーゲージ最大値 +1),装備アイテム強化,8,0,5,0
72169,reinforce_2001,拳源石 2年 3次 B-,グローブに装着する源石。2年生用 ランク 3、グレード B-。<br>(パワーゲージ最大値 +1),装備アイテム強化,8,0,5,0
72170,reinforce_2001,拳源石 2年 3次 B,グローブに装着する源石。2年生用 ランク 3、グレード B。<br>(パワーゲージ最大値 +1),装備アイテム強化,8,0,5,0
72171,reinforce_2001,拳源石 2年 3次 B+,グローブに装着する源石。2年生用 ランク 3、グレード B+。<br>(パワーゲージ最大値 +1),装備アイテム強化,8,0,5,0
72172,reinforce_2001,拳源石 2年 3次 A-,グローブに装着する源石。2年生用 ランク 3、グレード A-。<br>(パワーゲージ最大値 +1),装備アイテム強化,8,0,5,0
72173,reinforce_2001,拳源石 2年 3次 A,グローブに装着する源石。2年生用 ランク 3、グレード A。<br>(パワーゲージ最大値 +1),装備アイテム強化,8,0,5,0
72174,reinforce_2001,拳源石 2年 3次 A+,グローブに装着する源石。2年生用 ランク 3、グレード A+。<br>(パワーゲージ最大値 +1),装備アイテム強化,8,0,5,0
72175,reinforce_2001,拳源石 2年 3次 S,グローブに装着する源石。2年生用 ランク 3、グレード S。<br>(パワーゲージ最大値 +1),装備アイテム強化,8,0,5,0
72176,reinforce_2001,拳源石 2年 3次 SS,グローブに装着する源石。2年生用 ランク 3、グレード SS。<br>(パワーゲージ最大値 +1),装備アイテム強化,8,0,5,0
72177,reinforce_2001,拳源石 2年 4次 C-,グローブに装着する源石。2年生用 ランク 4、グレード C-。<br>(パワーゲージ最大値 +1),装備アイテム強化,8,0,5,0
72178,reinforce_2001,拳源石 2年 4次 C,グローブに装着する源石。2年生用 ランク 4、グレード C。<br>(パワーゲージ最大値 +1),装備アイテム強化,8,0,5,0
72179,reinforce_2001,拳源石 2年 4次 C+,グローブに装着する源石。2年生用 ランク 4、グレード C+。<br>(パワーゲージ最大値 +1),装備アイテム強化,8,0,5,0
72180,reinforce_2001,拳源石 2年 4次 B-,グローブに装着する源石。2年生用 ランク 4、グレード B-。<br>(パワーゲージ最大値 +1),装備アイテム強化,8,0,5,0
72181,reinforce_2001,拳源石 2年 4次 B,グローブに装着する源石。2年生用 ランク 4、グレード B。<br>(パワーゲージ最大値 +1),装備アイテム強化,8,0,5,0
72182,reinforce_2001,拳源石 2年 4次 B+,グローブに装着する源石。2年生用 ランク 4、グレード B+。<br>(パワーゲージ最大値 +1),装備アイテム強化,8,0,5,0
72183,reinforce_2001,拳源石 2年 4次 A-,グローブに装着する源石。2年生用 ランク 4、グレード A-。<br>(パワーゲージ最大値 +1),装備アイテム強化,8,0,5,0
72184,reinforce_2001,拳源石 2年 4次 A,グローブに装着する源石。2年生用 ランク 4、グレード A。<br>(パワーゲージ最大値 +1),装備アイテム強化,8,0,5,0
72185,reinforce_2001,拳源石 2年 4次 A+,グローブに装着する源石。2年生用 ランク 4、グレード A+。<br>(パワーゲージ最大値 +1),装備アイテム強化,8,0,5,0
72186,reinforce_2001,拳源石 2年 4次 S,グローブに装着する源石。2年生用 ランク 4、グレード S。<br>(パワーゲージ最大値 +1),装備アイテム強化,8,0,5,0
72187,reinforce_2001,拳源石 2年 4次 SS,グローブに装着する源石。2年生用 ランク 4、グレード SS。<br>(パワーゲージ最大値 +1),装備アイテム強化,8,0,5,0
72188,reinforce_2001,拳源石 3年 1次 C-,グローブに装着する源石。3年生用 ランク 1、グレード C-。<br>(パワーゲージ最大値 +1),装備アイテム強化,9,0,5,0
72189,reinforce_2001,拳源石 3年 1次 C,グローブに装着する源石。3年生用 ランク 1、グレード C。<br>(パワーゲージ最大値 +1),装備アイテム強化,9,0,5,0
72190,reinforce_2001,拳源石 3年 1次 C+,グローブに装着する源石。3年生用 ランク 1、グレード C+。<br>(パワーゲージ最大値 +1),装備アイテム強化,9,0,5,0
72191,reinforce_2001,拳源石 3年 1次 B-,グローブに装着する源石。3年生用 ランク 1、グレード B-。<br>(パワーゲージ最大値 +1),装備アイテム強化,9,0,5,0
72192,reinforce_2001,拳源石 3年 1次 B,グローブに装着する源石。3年生用 ランク 1、グレード B。<br>(パワーゲージ最大値 +1),装備アイテム強化,9,0,5,0
72193,reinforce_2001,拳源石 3年 1次 B+,グローブに装着する源石。3年生用 ランク 1、グレード B+。<br>(パワーゲージ最大値 +1),装備アイテム強化,9,0,5,0
72194,reinforce_2001,拳源石 3年 1次 A-,グローブに装着する源石。3年生用 ランク 1、グレード A-。<br>(パワーゲージ最大値 +1),装備アイテム強化,9,0,5,0
72195,reinforce_2001,拳源石 3年 1次 A,グローブに装着する源石。3年生用 ランク 1、グレード A。<br>(パワーゲージ最大値 +1),装備アイテム強化,9,0,5,0
72196,reinforce_2001,拳源石 3年 1次 A+,グローブに装着する源石。3年生用 ランク 1、グレード A+。<br>(パワーゲージ最大値 +1),装備アイテム強化,9,0,5,0
72197,reinforce_2001,拳源石 3年 1次 S,グローブに装着する源石。3年生用 ランク 1、グレード S。<br>(パワーゲージ最大値 +1),装備アイテム強化,9,0,5,0
72198,reinforce_2001,拳源石 3年 1次 SS,グローブに装着する源石。3年生用 ランク 1、グレード SS。<br>(パワーゲージ最大値 +1),装備アイテム強化,9,0,5,0
72199,reinforce_2001,拳源石 3年 2次 C-,グローブに装着する源石。3年生用 ランク 2、グレード C-。<br>(パワーゲージ最大値 +1),装備アイテム強化,9,0,5,0
72200,reinforce_2001,拳源石 3年 2次 C,グローブに装着する源石。3年生用 ランク 2、グレード C。<br>(パワーゲージ最大値 +1),装備アイテム強化,9,0,5,0
72201,reinforce_2001,拳源石 3年 2次 C+,グローブに装着する源石。3年生用 ランク 2、グレード C+。<br>(パワーゲージ最大値 +1),装備アイテム強化,9,0,5,0
72202,reinforce_2001,拳源石 3年 2次 B-,グローブに装着する源石。3年生用 ランク 2、グレード B-。<br>(パワーゲージ最大値 +1),装備アイテム強化,9,0,5,0
72203,reinforce_2001,拳源石 3年 2次 B,グローブに装着する源石。3年生用 ランク 2、グレード B。<br>(パワーゲージ最大値 +1),装備アイテム強化,9,0,5,0
72204,reinforce_2001,拳源石 3年 2次 B+,グローブに装着する源石。3年生用 ランク 2、グレード B+。<br>(パワーゲージ最大値 +1),装備アイテム強化,9,0,5,0
72205,reinforce_2001,拳源石 3年 2次 A-,グローブに装着する源石。3年生用 ランク 2、グレード A-。<br>(パワーゲージ最大値 +1),装備アイテム強化,9,0,5,0
72206,reinforce_2001,拳源石 3年 2次 A,グローブに装着する源石。3年生用 ランク 2、グレード A。<br>(パワーゲージ最大値 +1),装備アイテム強化,9,0,5,0
72207,reinforce_2001,拳源石 3年 2次 A+,グローブに装着する源石。3年生用 ランク 2、グレード A+。<br>(パワーゲージ最大値 +1),装備アイテム強化,9,0,5,0
72208,reinforce_2001,拳源石 3年 2次 S,グローブに装着する源石。3年生用 ランク 2、グレード S。<br>(パワーゲージ最大値 +1),装備アイテム強化,9,0,5,0
72209,reinforce_2001,拳源石 3年 2次 SS,グローブに装着する源石。3年生用 ランク 2、グレード SS。<br>(パワーゲージ最大値 +1),装備アイテム強化,9,0,5,0
72210,reinforce_2001,拳源石 3年 3次 C-,グローブに装着する源石。3年生用 ランク 3、グレード C-。<br>(パワーゲージ最大値 +1),装備アイテム強化,9,0,5,0
72211,reinforce_2001,拳源石 3年 3次 C,グローブに装着する源石。3年生用 ランク 3、グレード C。<br>(パワーゲージ最大値 +1),装備アイテム強化,9,0,5,0
72212,reinforce_2001,拳源石 3年 3次 C+,グローブに装着する源石。3年生用 ランク 3、グレード C+。<br>(パワーゲージ最大値 +1),装備アイテム強化,9,0,5,0
72213,reinforce_2001,拳源石 3年 3次 B-,グローブに装着する源石。3年生用 ランク 3、グレード B-。<br>(パワーゲージ最大値 +1),装備アイテム強化,9,0,5,0
72214,reinforce_2001,拳源石 3年 3次 B,グローブに装着する源石。3年生用 ランク 3、グレード B。<br>(パワーゲージ最大値 +1),装備アイテム強化,9,0,5,0
72215,reinforce_2001,拳源石 3年 3次 B+,グローブに装着する源石。3年生用 ランク 3、グレード B+。<br>(パワーゲージ最大値 +1),装備アイテム強化,9,0,5,0
72216,reinforce_2001,拳源石 3年 3次 A-,グローブに装着する源石。3年生用 ランク 3、グレード A-。<br>(パワーゲージ最大値 +1),装備アイテム強化,9,0,5,0
72217,reinforce_2001,拳源石 3年 3次 A,グローブに装着する源石。3年生用 ランク 3、グレード A。<br>(パワーゲージ最大値 +1),装備アイテム強化,9,0,5,0
72218,reinforce_2001,拳源石 3年 3次 A+,グローブに装着する源石。3年生用 ランク 3、グレード A+。<br>(パワーゲージ最大値 +1),装備アイテム強化,9,0,5,0
72219,reinforce_2001,拳源石 3年 3次 S,グローブに装着する源石。3年生用 ランク 3、グレード S。<br>(パワーゲージ最大値 +1),装備アイテム強化,9,0,5,0
72220,reinforce_2001,拳源石 3年 3次 SS,グローブに装着する源石。3年生用 ランク 3、グレード SS。<br>(パワーゲージ最大値 +1),装備アイテム強化,9,0,5,0
72221,reinforce_2001,拳源石 3年 4次 C-,グローブに装着する源石。3年生用 ランク 4、グレード C-。<br>(パワーゲージ最大値 +1),装備アイテム強化,9,0,5,0
72222,reinforce_2001,拳源石 3年 4次 C,グローブに装着する源石。3年生用 ランク 4、グレード C。<br>(パワーゲージ最大値 +1),装備アイテム強化,9,0,5,0
72223,reinforce_2001,拳源石 3年 4次 C+,グローブに装着する源石。3年生用 ランク 4、グレード C+。<br>(パワーゲージ最大値 +1),装備アイテム強化,9,0,5,0
72224,reinforce_2001,拳源石 3年 4次 B-,グローブに装着する源石。3年生用 ランク 4、グレード B-。<br>(パワーゲージ最大値 +1),装備アイテム強化,9,0,5,0
72225,reinforce_2001,拳源石 3年 4次 B,グローブに装着する源石。3年生用 ランク 4、グレード B。<br>(パワーゲージ最大値 +1),装備アイテム強化,9,0,5,0
72226,reinforce_2001,拳源石 3年 4次 B+,グローブに装着する源石。3年生用 ランク 4、グレード B+。<br>(パワーゲージ最大値 +1),装備アイテム強化,9,0,5,0
72227,reinforce_2001,拳源石 3年 4次 A-,グローブに装着する源石。3年生用 ランク 4、グレード A-。<br>(パワーゲージ最大値 +1),装備アイテム強化,9,0,5,0
