key,v1,name,flag_raw,flag_byte,v2,v3
614,146,Antique Queen's Second Attendant,0,0,230,-1
569,3,Marsh,0,0,196,-1
570,11,Baraus,0,0,196,-1
571,12,High Baraus,0,0,196,-1
573,30,Neighbor,0,0,196,-1
575,5,Bobokan,0,0,196,-1
576,20,Homekeeper mk-2,0,0,196,-1
577,17,Warguma,0,0,196,-1
582,57,Zero-Seven,0,0,196,-1
583,84,Nightwalker,0,0,196,-1
584,56,Halloween,0,0,196,-1
585,85,Phantom,0,0,196,-1
586,66,Bio,0,0,196,-1
580,59,Nine Fox,1,1,196,-1
587,60,Megadeath,1,1,196,-1
599,115,Amaquila,1,1,196,-1
625,123,Red Soso,0,0,66,-1
626,124,Blue Soso,0,0,66,-1
